query,frequency_current,timestamp_current,frequency_previous,timestamp_previous,growthRate,category
spring cardigan romper,79.0,2025-03-05,0.0,,79.0,fashion
spring cardigan sandals,0.0,,124.0,2024-03-30,-0.99,footwear
spring cardigan shirt,126.0,2025-03-10,0.0,,126.0,fashion
spring cardigan shorts,215.0,2025-03-11,0.0,,215.0,fashion
spring cardigan sleeveless women coat,109.0,2025-03-26,0.0,,109.0,fashion
spring cardigan slides,184.0,2025-03-08,83.0,2024-03-13,1.2,accessories
spring cardigan slim fit fitted crop top,70.0,2025-03-30,0.0,,70.0,fashion
spring cardigan slim fit leather tshirt,0.0,,138.0,2024-03-13,-0.99,fashion
spring cardigan slim fit linen parka,0.0,,120.0,2024-03-08,-0.99,accessories
spring cardigan sneakers,128.0,2025-03-19,204.0,2024-03-20,-0.37,footwear
spring cardigan spring linen sneakers,0.0,,53.0,2024-03-07,-0.98,footwear
spring cardigan summer women sneakers,0.0,,71.0,2024-03-03,-0.99,footwear
spring cardigan sweater,136.0,2025-03-29,0.0,,136.0,fashion
spring cardigan tank top,117.0,2025-03-16,0.0,,117.0,fashion
spring cardigan trench coat,112.0,2025-03-13,0.0,,112.0,fashion
spring cardigan trendy organic tshirt,0.0,,145.0,2024-03-13,-0.99,fashion
spring cardigan tshirt,87.0,2025-03-26,0.0,,87.0,fashion
spring cardigan vintage lowrise cardigan,0.0,,51.0,2024-03-31,-0.98,accessories
spring cardigan vintage midrise windbreaker,55.0,2025-03-13,0.0,,55.0,accessories
spring cardigan winter linen loafer,0.0,,63.0,2024-03-18,-0.98,accessories
spring cardigan women new trench coat,0.0,,118.0,2024-03-23,-0.99,fashion
spring cardigan wool longline cardigan,0.0,,123.0,2024-03-10,-0.99,accessories
spring cargo skirt drawstring pant belted jacket heels,84.0,2025-03-22,0.0,,84.0,fashion
spring cargo skirt drawstring pant belted jacket leggings,0.0,,140.0,2024-03-07,-0.99,fashion
spring cargo skirt drawstring pant black lace skirt,141.0,2025-03-19,0.0,,141.0,fashion
spring cargo skirt drawstring pant corset romper,0.0,,100.0,2024-03-30,-0.99,fashion
spring cargo skirt dress,145.0,2025-03-25,0.0,,145.0,fashion
spring cargo skirt hoodie,0.0,,146.0,2024-03-03,-0.99,fashion
spring cargo skirt pullover,0.0,,86.0,2024-03-10,-0.99,fashion
spring cashmere barbie tailored trousers sweater,0.0,,125.0,2024-03-29,-0.99,fashion
spring cashmere bows stockings flats,143.0,2025-03-04,0.0,,143.0,footwear
spring cashmere camel coat minimalist fit boots,0.0,,103.0,2024-03-15,-0.99,fashion
spring cashmere camel coat platform heels dress,0.0,,105.0,2024-03-08,-0.99,fashion
spring cashmere camel coat tailored trousers blouse,81.0,2025-03-27,0.0,,81.0,fashion
spring cashmere camel coat tailored trousers dress,0.0,,108.0,2024-03-28,-0.99,fashion
spring cashmere camel coat tailored trousers flats,0.0,,83.0,2024-03-21,-0.99,fashion
spring cashmere combat boot tailored trousers blouse,0.0,,61.0,2024-03-16,-0.98,fashion
spring cashmere combat boot tailored trousers bomber jacket,0.0,,101.0,2024-03-05,-0.99,fashion
spring cashmere combat boot tailored trousers pullover,128.0,2025-03-03,0.0,,128.0,fashion
spring cashmere combat boot tailored trousers sandals,0.0,,73.0,2024-03-28,-0.99,fashion
spring cashmere crop top,127.0,2025-03-19,0.0,,127.0,fashion
spring cashmere hot pink camel coat crop top,134.0,2025-03-12,0.0,,134.0,fashion
spring cashmere minimalist fit camel coat blouse,71.0,2025-03-09,0.0,,71.0,fashion
spring cashmere parka,0.0,,105.0,2024-03-05,-0.99,accessories
spring cashmere platform heels tailored trousers heels,0.0,,111.0,2024-03-04,-0.99,fashion
spring cashmere shirt,0.0,,62.0,2024-03-20,-0.98,fashion
spring cashmere sneakers,103.0,2025-03-21,0.0,,103.0,footwear
spring cashmere tailored trousers bows flats,72.0,2025-03-15,0.0,,72.0,fashion
spring cashmere tailored trousers camel coat bomber jacket,91.0,2025-03-18,0.0,,91.0,fashion
spring cashmere tailored trousers camel coat cardigan,96.0,2025-03-01,0.0,,96.0,fashion
spring cashmere tailored trousers camel coat dress,133.0,2025-03-23,0.0,,133.0,fashion
spring cashmere tailored trousers camel coat heels,101.0,2025-03-15,0.0,,101.0,fashion
spring cashmere tailored trousers camel coat hoodie,76.0,2025-03-05,0.0,,76.0,fashion
spring cashmere tailored trousers camel coat leggings,61.0,2025-03-24,0.0,,61.0,fashion
spring cashmere tailored trousers camel coat pullover,0.0,,99.0,2024-03-19,-0.99,fashion
spring cashmere tailored trousers camel coat sandals,141.0,2025-03-26,0.0,,141.0,fashion
spring cashmere tailored trousers camel coat sneakers,112.0,2025-03-11,0.0,,112.0,fashion
spring cashmere tailored trousers camel coat tshirt,0.0,,121.0,2024-03-26,-0.99,fashion
spring cashmere tailored trousers combat boot crop top,0.0,,126.0,2024-03-29,-0.99,fashion
spring cashmere tailored trousers combat boot hoodie,0.0,,50.0,2024-03-08,-0.98,fashion
spring cashmere tailored trousers lace pullover,0.0,,106.0,2024-03-02,-0.99,fashion
spring cashmere tailored trousers lace tank top,0.0,,131.0,2024-03-21,-0.99,fashion
spring cashmere tailored trousers minimalist fit bomber jacket,0.0,,81.0,2024-03-12,-0.99,fashion
spring cashmere tailored trousers minimalist fit windbreaker,0.0,,84.0,2024-03-24,-0.99,fashion
spring cashmere tailored trousers stockings pants,122.0,2025-03-10,0.0,,122.0,fashion
spring cashmere tailored trousers stockings pullover,74.0,2025-03-24,0.0,,74.0,fashion
spring cashmere tank top,0.0,,98.0,2024-03-11,-0.99,fashion
spring cashmere trench coat,0.0,,117.0,2024-03-28,-0.99,fashion
spring choker mossy fungi parka,69.0,2025-03-09,0.0,,69.0,accessories
spring choker mushroom mossy pullover,101.0,2025-03-13,0.0,,101.0,accessories
spring choker mushroom mossy trench coat,118.0,2025-03-15,0.0,,118.0,fashion
spring chrome cord pants iridescent jacket heels,121.0,2025-03-18,0.0,,121.0,fashion
spring chrome iridescent jacket holo pants coat,0.0,,61.0,2024-03-29,-0.98,fashion
spring chrome iridescent jacket holo pants heels,72.0,2025-03-13,0.0,,72.0,fashion
spring chrome iridescent jacket holo pants hoodie,124.0,2025-03-20,0.0,,124.0,fashion
spring chrome iridescent jacket holo pants pullover,88.0,2025-03-25,0.0,,88.0,fashion
spring chrome iridescent jacket holo pants romper,0.0,,96.0,2024-03-02,-0.99,fashion
spring chrome iridescent jacket holo pants slides,61.0,2025-03-10,118.0,2024-03-29,-0.48,fashion
spring chrome iridescent jacket holo pants tshirt,54.0,2025-03-11,0.0,,54.0,fashion
spring chrome iridescent jacket pencil skirt shorts,0.0,,88.0,2024-03-03,-0.99,fashion
spring chrome iridescent jacket pumps heels,104.0,2025-03-12,0.0,,104.0,fashion
spring chrome iridescent jacket structured blouse shorts,149.0,2025-03-14,0.0,,149.0,fashion
spring chrome iridescent jacket thick frames slides,140.0,2025-03-10,0.0,,140.0,fashion
spring chrome iridescent jacket thick frames sweater,86.0,2025-03-10,0.0,,86.0,fashion
spring chrome jeans,0.0,,55.0,2024-03-10,-0.98,fashion
spring chrome pencil skirt pumps crop top,58.0,2025-03-30,0.0,,58.0,fashion
spring chrome pencil skirt structured blouse dress,0.0,,100.0,2024-03-21,-0.99,fashion
spring chrome structured blouse pumps crop top,77.0,2025-03-07,0.0,,77.0,fashion
spring chrome sweater vest iridescent jacket jumpsuit,120.0,2025-03-22,0.0,,120.0,fashion
spring chrome sweater vest thick frames shorts,69.0,2025-03-14,0.0,,69.0,fashion
spring chrome thick frames sweater vest cardigan,86.0,2025-03-21,0.0,,86.0,fashion
spring chrome trench coat,0.0,,90.0,2024-03-17,-0.99,fashion
spring clashing print,137.0,2025-03-22,0.0,,137.0,accessories
spring clashing print bold layering sports bra sandals,0.0,,109.0,2024-03-15,-0.99,fashion
spring clashing print dress,0.0,,51.0,2024-03-25,-0.98,fashion
spring clashing print heels,0.0,,118.0,2024-03-28,-0.99,footwear
spring clashing print matching set bold layering heels,0.0,,134.0,2024-03-12,-0.99,fashion
spring clashing print matching set bold layering pullover,0.0,,82.0,2024-03-16,-0.99,fashion
spring clashing print track pants bold layering shorts,103.0,2025-03-17,0.0,,103.0,fashion
spring clashing print track pants sports bra heels,148.0,2025-03-02,0.0,,148.0,fashion
spring clashing print windbreaker,97.0,2025-03-27,0.0,,97.0,accessories
spring coat,565.0,2025-03-11,65.0,2024-03-30,7.58,fashion
spring combat boot blouse,0.0,,67.0,2024-03-23,-0.99,accessories
spring combat boot bows wings pullover,0.0,,114.0,2024-03-06,-0.99,accessories
spring combat boot cashmere tailored trousers jacket,0.0,,61.0,2024-03-13,-0.98,fashion
spring combat boot lace bows tshirt,130.0,2025-03-17,0.0,,130.0,fashion
spring combat boot lace mesh tank top,0.0,,54.0,2024-03-03,-0.98,fashion
spring combat boot mesh bows tshirt,0.0,,98.0,2024-03-23,-0.99,fashion
spring combat boot mesh cashmere sandals,75.0,2025-03-22,0.0,,75.0,footwear
spring combat boot mesh wings heels,113.0,2025-03-15,0.0,,113.0,footwear
spring combat boot stockings mesh pullover,104.0,2025-03-25,0.0,,104.0,accessories
spring combat boot tailored trousers cashmere skirt,89.0,2025-03-08,0.0,,89.0,fashion
spring combat boot wings mesh tshirt,118.0,2025-03-17,0.0,,118.0,fashion
spring cord pants,0.0,,114.0,2024-03-27,-0.99,fashion
spring cord pants holo pants iridescent jacket coat,0.0,,96.0,2024-03-03,-0.99,fashion
spring cord pants holo pants thick frames tshirt,0.0,,79.0,2024-03-27,-0.99,fashion
spring cord pants jacket,0.0,,124.0,2024-03-13,-0.99,fashion
spring cord pants romper,0.0,,74.0,2024-03-17,-0.99,fashion
spring cord pants sweater,0.0,,104.0,2024-03-03,-0.99,fashion
spring cord pants sweater vest printed mesh shorts,0.0,,89.0,2024-03-28,-0.99,fashion
spring cord pants sweater vest printed mesh sweater,50.0,2025-03-20,0.0,,50.0,fashion
spring cord pants sweater vest printed mesh trench coat,0.0,,65.0,2024-03-19,-0.98,fashion
spring cord pants tank top,84.0,2025-03-08,0.0,,84.0,fashion
spring cord pants thick frames hello kitty crop top,99.0,2025-03-13,0.0,,99.0,fashion
spring corset,227.0,2025-03-22,0.0,,227.0,fashion
spring corset black lace lux leather shorts,0.0,,54.0,2024-03-13,-0.98,fashion
spring corset black lace velvet sneakers,105.0,2025-03-21,0.0,,105.0,fashion
spring corset blouse,0.0,,92.0,2024-03-21,-0.99,fashion
spring corset cargo skirt black lace shorts,94.0,2025-03-17,0.0,,94.0,fashion
spring corset drawstring pant black lace tshirt,145.0,2025-03-21,0.0,,145.0,fashion
spring corset dress,0.0,,331.0,2024-03-07,-1.0,fashion
spring corset gloves empire dress coat,0.0,,109.0,2024-03-18,-0.99,fashion
spring corset gloves empire dress crop top,52.0,2025-03-30,0.0,,52.0,fashion
spring corset gloves empire dress dress,108.0,2025-03-24,129.0,2024-03-05,-0.16,fashion
spring corset gloves empire dress pullover,0.0,,106.0,2024-03-02,-0.99,fashion
spring corset gloves empire dress sandals,0.0,,100.0,2024-03-06,-0.99,fashion
spring corset gloves empire dress sneakers,0.0,,63.0,2024-03-26,-0.98,fashion
spring corset gloves empire dress sweater,0.0,,137.0,2024-03-25,-0.99,fashion
spring corset gloves empire dress trench coat,0.0,,144.0,2024-03-11,-0.99,fashion
spring corset hoodie,0.0,,118.0,2024-03-04,-0.99,fashion
spring corset pumps velvet pullover,0.0,,116.0,2024-03-25,-0.99,fashion
spring corset shirt,68.0,2025-03-04,0.0,,68.0,fashion
spring corset shorts,0.0,,120.0,2024-03-07,-0.99,fashion
spring corset velvet black lace heels,52.0,2025-03-15,0.0,,52.0,fashion
spring corset velvet black lace slides,83.0,2025-03-26,0.0,,83.0,fashion
spring corset velvet black lace tank top,0.0,,106.0,2024-03-02,-0.99,fashion
spring corset velvet pencil skirt cardigan,0.0,,93.0,2024-03-16,-0.99,fashion
spring cottage leg warmers wrap skirt parka,119.0,2025-03-19,0.0,,119.0,fashion
spring cotton,157.0,2025-03-13,740.0,2024-03-07,-0.79,accessories
spring cotton beige linen coat,0.0,,81.0,2024-03-21,-0.99,fashion
spring cotton beige slim fit tshirt,143.0,2025-03-03,0.0,,143.0,fashion
spring cotton blouse,97.0,2025-03-14,96.0,2024-03-02,0.01,accessories
spring cotton bomber jacket,0.0,,142.0,2024-03-09,-0.99,fashion
spring cotton bomber jacket black romper,0.0,,65.0,2024-03-25,-0.98,fashion
spring cotton bomber jacket floral boots,0.0,,122.0,2024-03-12,-0.99,fashion
spring cotton bomber jacket women shirt,0.0,,103.0,2024-03-30,-0.99,fashion
spring cotton boots,214.0,2025-03-07,0.0,,214.0,footwear
spring cotton cardigan,143.0,2025-03-24,347.0,2024-03-01,-0.59,accessories
spring cotton cardigan petite romper,0.0,,96.0,2024-03-20,-0.99,fashion
spring cotton coat,0.0,,284.0,2024-03-03,-1.0,fashion
spring cotton crop top,135.0,2025-03-10,0.0,,135.0,fashion
spring cotton cropped beige windbreaker,0.0,,149.0,2024-03-21,-0.99,accessories
spring cotton cropped olive shorts,0.0,,50.0,2024-03-27,-0.98,fashion
spring cotton cropped organic shirt,0.0,,64.0,2024-03-29,-0.98,fashion
spring cotton denim fitted jumpsuit,85.0,2025-03-09,0.0,,85.0,fashion
spring cotton denim highwaisted shirt,89.0,2025-03-26,0.0,,89.0,fashion
spring cotton denim olive sweater,110.0,2025-03-31,0.0,,110.0,fashion
spring cotton denim slim fit coat,0.0,,55.0,2024-03-13,-0.98,fashion
spring cotton denim transitional slides,109.0,2025-03-06,0.0,,109.0,fashion
spring cotton dress,56.0,2025-03-10,123.0,2024-03-21,-0.54,fashion
spring cotton fall cropped heels,71.0,2025-03-20,0.0,,71.0,footwear
spring cotton fall fitted shirt,0.0,,95.0,2024-03-11,-0.99,fashion
spring cotton fall longline tank top,131.0,2025-03-16,0.0,,131.0,fashion
spring cotton fall vintage jeans,0.0,,117.0,2024-03-23,-0.99,fashion
spring cotton fall wool heels,88.0,2025-03-08,0.0,,88.0,footwear
spring cotton flats,50.0,2025-03-02,0.0,,50.0,footwear
spring cotton floral summer jumpsuit,0.0,,114.0,2024-03-26,-0.99,fashion
spring cotton heels,0.0,,134.0,2024-03-08,-0.99,footwear
spring cotton jacket,0.0,,141.0,2024-03-10,-0.99,fashion
spring cotton jeans,0.0,,111.0,2024-03-07,-0.99,fashion
spring cotton jumpsuit,58.0,2025-03-22,0.0,,58.0,fashion
spring cotton leather black sweater,0.0,,122.0,2024-03-10,-0.99,fashion
spring cotton leather white leggings,0.0,,135.0,2024-03-30,-0.99,fashion
spring cotton linen bomber jacket bomber jacket,0.0,,96.0,2024-03-02,-0.99,fashion
spring cotton linen bomber jacket jacket,83.0,2025-03-03,0.0,,83.0,fashion
spring cotton linen olive blouse,0.0,,121.0,2024-03-19,-0.99,accessories
spring cotton linen women crop top,125.0,2025-03-18,0.0,,125.0,fashion
spring cotton loafer,73.0,2025-03-28,141.0,2024-03-27,-0.48,accessories
spring cotton longline minimalist tank top,91.0,2025-03-14,0.0,,91.0,fashion
spring cotton longline oversized windbreaker,0.0,,56.0,2024-03-18,-0.98,accessories
spring cotton loose cardigan shirt,0.0,,71.0,2024-03-10,-0.99,fashion
spring cotton lowrise lightweight shorts,0.0,,102.0,2024-03-02,-0.99,fashion
spring cotton lowrise minimalist blouse,57.0,2025-03-12,0.0,,57.0,accessories
spring cotton midrise new pants,0.0,,105.0,2024-03-18,-0.99,fashion
spring cotton midrise organic crop top,111.0,2025-03-25,0.0,,111.0,fashion
spring cotton midrise striped shorts,64.0,2025-03-22,0.0,,64.0,fashion
spring cotton navy bomber jacket sandals,0.0,,93.0,2024-03-04,-0.99,fashion
spring cotton olive slim fit sweater,111.0,2025-03-21,0.0,,111.0,fashion
spring cotton organic black tank top,99.0,2025-03-02,0.0,,99.0,fashion
spring cotton organic bomber jacket heels,0.0,,61.0,2024-03-26,-0.98,fashion
spring cotton organic navy flats,0.0,,76.0,2024-03-30,-0.99,footwear
spring cotton organic striped boots,113.0,2025-03-18,0.0,,113.0,footwear
spring cotton pants,0.0,,163.0,2024-03-19,-0.99,fashion
spring cotton parka,82.0,2025-03-25,0.0,,82.0,accessories
spring cotton pastel white crop top,126.0,2025-03-24,0.0,,126.0,fashion
spring cotton plaid loafer,120.0,2025-03-07,0.0,,120.0,accessories
spring cotton plaid sleeveless windbreaker,0.0,,105.0,2024-03-14,-0.99,accessories
spring cotton plus size organic skirt,96.0,2025-03-10,0.0,,96.0,fashion
spring cotton pullover,64.0,2025-03-11,149.0,2024-03-15,-0.57,accessories
spring cotton romper,0.0,,62.0,2024-03-21,-0.98,fashion
spring cotton shorts,0.0,,128.0,2024-03-25,-0.99,fashion
spring cotton sleeveless midrise shirt,0.0,,102.0,2024-03-18,-0.99,fashion
spring cotton sleeveless petite loafer,58.0,2025-03-16,0.0,,58.0,accessories
spring cotton sleeveless women shorts,122.0,2025-03-10,0.0,,122.0,fashion
spring cotton slides,0.0,,172.0,2024-03-04,-0.99,accessories
spring cotton slim fit new tshirt,0.0,,63.0,2024-03-09,-0.98,fashion
spring cotton sneakers,0.0,,122.0,2024-03-10,-0.99,footwear
spring cotton summer fitted shirt,85.0,2025-03-29,0.0,,85.0,fashion
spring cotton summer men jacket,72.0,2025-03-27,0.0,,72.0,fashion
spring cotton summer transitional skirt,0.0,,121.0,2024-03-09,-0.99,fashion
spring cotton sweater,0.0,,68.0,2024-03-11,-0.99,fashion
spring cotton tall linen jeans,52.0,2025-03-30,0.0,,52.0,fashion
spring cotton tall winter sweater,78.0,2025-03-20,0.0,,78.0,fashion
spring cotton tank top,0.0,,141.0,2024-03-07,-0.99,fashion
spring cotton trench coat,0.0,,226.0,2024-03-05,-1.0,fashion
spring cotton trendy cropped sneakers,145.0,2025-03-31,0.0,,145.0,footwear
spring cotton tshirt,90.0,2025-03-17,0.0,,90.0,fashion
spring cotton unisex fall jacket,0.0,,51.0,2024-03-16,-0.98,fashion
spring cotton unisex navy tshirt,0.0,,148.0,2024-03-12,-0.99,fashion
spring cotton unisex organic tshirt,0.0,,74.0,2024-03-02,-0.99,fashion
spring cotton unisex wool boots,0.0,,129.0,2024-03-19,-0.99,footwear
spring cotton vintage pastel leggings,89.0,2025-03-31,0.0,,89.0,fashion
spring cotton vintage slim fit boots,0.0,,52.0,2024-03-04,-0.98,footwear
spring cotton vintage women pants,109.0,2025-03-23,0.0,,109.0,fashion
spring cotton white cropped slides,116.0,2025-03-16,0.0,,116.0,accessories
spring cotton white pastel dress,136.0,2025-03-11,0.0,,136.0,fashion
spring cotton white pastel sneakers,0.0,,141.0,2024-03-05,-0.99,footwear
spring cotton windbreaker,89.0,2025-03-03,0.0,,89.0,accessories
spring cotton winter fitted boots,0.0,,82.0,2024-03-02,-0.99,footwear
spring cotton winter lowrise romper,107.0,2025-03-24,0.0,,107.0,fashion
spring cotton winter men tank top,0.0,,73.0,2024-03-06,-0.99,fashion
spring cotton winter tall tank top,0.0,,143.0,2024-03-20,-0.99,fashion
spring cowboy boots,109.0,2025-03-22,148.0,2024-03-13,-0.26,footwear
spring cowboy boots baggy jeans football jersey flats,82.0,2025-03-16,0.0,,82.0,fashion
spring cowboy boots baggy jeans fringe jacket dress,55.0,2025-03-08,0.0,,55.0,fashion
spring cowboy boots baggy jeans trainers hoodie,0.0,,104.0,2024-03-31,-0.99,fashion
spring cowboy boots denim skirt baggy jeans bomber jacket,0.0,,133.0,2024-03-04,-0.99,fashion
spring cowboy boots denim skirt fringe jacket hoodie,0.0,,92.0,2024-03-16,-0.99,fashion
spring cowboy boots denim skirt fringe jacket parka,0.0,,97.0,2024-03-09,-0.99,fashion
spring cowboy boots denim skirt fringe jacket skirt,81.0,2025-03-02,0.0,,81.0,fashion
spring cowboy boots denim skirt fringe jacket sneakers,0.0,,119.0,2024-03-24,-0.99,fashion
spring cowboy boots denim skirt playful pattern shorts,98.0,2025-03-18,0.0,,98.0,fashion
spring cowboy boots denim skirt playful pattern tank top,69.0,2025-03-28,0.0,,69.0,fashion
spring cowboy boots football jersey baggy jeans sandals,102.0,2025-03-31,0.0,,102.0,fashion
spring cowboy boots fringe jacket denim skirt sweater,52.0,2025-03-26,0.0,,52.0,fashion
spring cowboy boots fringe jacket dusty tones tshirt,56.0,2025-03-08,0.0,,56.0,fashion
spring cowboy boots fuchsia denim skirt sandals,93.0,2025-03-22,0.0,,93.0,fashion
spring cowboy boots fuchsia playful pattern leggings,0.0,,53.0,2024-03-10,-0.98,fashion
spring cowboy boots heels,56.0,2025-03-10,0.0,,56.0,footwear
spring cowboy boots loafer,0.0,,114.0,2024-03-07,-0.99,footwear
spring cowboy boots shirt,121.0,2025-03-29,0.0,,121.0,fashion
spring cowboy boots trainers denim skirt cardigan,122.0,2025-03-03,0.0,,122.0,fashion
spring cowboy boots utility harness dusty tones trench coat,77.0,2025-03-18,0.0,,77.0,fashion
spring crop top,226.0,2025-03-05,756.0,2024-03-04,-0.7,fashion
spring cropped,130.0,2025-03-24,0.0,,130.0,accessories
spring cropped beige summer romper,118.0,2025-03-14,0.0,,118.0,fashion
spring cropped blouse,143.0,2025-03-03,108.0,2024-03-05,0.32,accessories
spring cropped bomber jacket,148.0,2025-03-08,81.0,2024-03-16,0.82,fashion
spring cropped bomber jacket cardigan blouse,0.0,,144.0,2024-03-04,-0.99,fashion
spring cropped boots,0.0,,72.0,2024-03-02,-0.99,footwear
spring cropped cardigan vintage boots,0.0,,92.0,2024-03-07,-0.99,footwear
spring cropped coat,0.0,,206.0,2024-03-05,-1.0,fashion
spring cropped cotton organic heels,0.0,,81.0,2024-03-29,-0.99,footwear
spring cropped cotton pastel hoodie,0.0,,56.0,2024-03-14,-0.98,fashion
spring cropped crop top,0.0,,122.0,2024-03-31,-0.99,fashion
spring cropped dress,0.0,,66.0,2024-03-02,-0.99,fashion
spring cropped fall lowrise pants,0.0,,92.0,2024-03-14,-0.99,fashion
spring cropped fall pastel slides,0.0,,79.0,2024-03-20,-0.99,accessories
spring cropped fall women loafer,0.0,,57.0,2024-03-07,-0.98,accessories
spring cropped flats,253.0,2025-03-11,0.0,,253.0,footwear
spring cropped floral summer sandals,85.0,2025-03-16,0.0,,85.0,footwear
spring cropped heels,119.0,2025-03-15,0.0,,119.0,footwear
spring cropped highwaisted leather sneakers,84.0,2025-03-02,0.0,,84.0,footwear
spring cropped highwaisted sleeveless trench coat,98.0,2025-03-19,0.0,,98.0,fashion
spring cropped highwaisted summer coat,106.0,2025-03-14,0.0,,106.0,fashion
spring cropped hoodie,110.0,2025-03-23,0.0,,110.0,fashion
spring cropped jacket,112.0,2025-03-04,93.0,2024-03-27,0.2,fashion
spring cropped jeans,0.0,,77.0,2024-03-28,-0.99,fashion
spring cropped jumpsuit,61.0,2025-03-20,94.0,2024-03-16,-0.35,fashion
spring cropped leather linen shorts,137.0,2025-03-10,0.0,,137.0,fashion
spring cropped loafer,139.0,2025-03-06,0.0,,139.0,accessories
spring cropped longline slim fit slides,0.0,,67.0,2024-03-03,-0.99,accessories
spring cropped loose new blouse,113.0,2025-03-20,0.0,,113.0,accessories
spring cropped midrise floral shirt,0.0,,71.0,2024-03-25,-0.99,fashion
spring cropped navy beige windbreaker,0.0,,101.0,2024-03-20,-0.99,accessories
spring cropped navy parka,0.0,,55.0,2024-03-03,-0.98,accessories
spring cropped navy petite slides,0.0,,61.0,2024-03-13,-0.98,accessories
spring cropped pants,58.0,2025-03-25,107.0,2024-03-04,-0.45,fashion
spring cropped parka,0.0,,112.0,2024-03-26,-0.99,accessories
spring cropped pastel longline bomber jacket,82.0,2025-03-02,0.0,,82.0,fashion
spring cropped petite leather shirt,95.0,2025-03-02,0.0,,95.0,fashion
spring cropped petite lowrise hoodie,0.0,,145.0,2024-03-22,-0.99,fashion
spring cropped plaid striped tshirt,0.0,,122.0,2024-03-01,-0.99,fashion
spring cropped pullover,0.0,,118.0,2024-03-30,-0.99,accessories
spring cropped romper,61.0,2025-03-03,138.0,2024-03-14,-0.55,fashion
spring cropped shirt,0.0,,142.0,2024-03-13,-0.99,fashion
spring cropped shorts,218.0,2025-03-08,102.0,2024-03-22,1.13,fashion
spring cropped sleeveless beige romper,0.0,,142.0,2024-03-23,-0.99,fashion
spring cropped sleeveless pastel jacket,71.0,2025-03-18,0.0,,71.0,fashion
spring cropped slim fit loose slides,0.0,,91.0,2024-03-26,-0.99,accessories
spring cropped slim fit vintage bomber jacket,91.0,2025-03-12,0.0,,91.0,fashion
spring cropped sneakers,245.0,2025-03-05,0.0,,245.0,footwear
spring cropped solid lowrise tshirt,0.0,,64.0,2024-03-26,-0.98,fashion
spring cropped spring cardigan loafer,0.0,,122.0,2024-03-11,-0.99,accessories
spring cropped summer black pants,144.0,2025-03-04,0.0,,144.0,fashion
spring cropped summer longline pullover,0.0,,110.0,2024-03-23,-0.99,accessories
spring cropped summer tall jumpsuit,0.0,,77.0,2024-03-07,-0.99,fashion
spring cropped summer white parka,0.0,,90.0,2024-03-08,-0.99,accessories
spring cropped trench coat,146.0,2025-03-21,0.0,,146.0,fashion
spring cropped tshirt,0.0,,190.0,2024-03-02,-0.99,fashion
spring cropped vintage men windbreaker,0.0,,55.0,2024-03-03,-0.98,accessories
spring cropped windbreaker,0.0,,79.0,2024-03-08,-0.99,accessories
spring cropped wool cotton shorts,67.0,2025-03-29,0.0,,67.0,fashion
spring cropped wool summer coat,95.0,2025-03-19,0.0,,95.0,fashion
spring deep red,168.0,2025-03-12,0.0,,168.0,accessories
spring deep red all black corset jumpsuit,0.0,,65.0,2024-03-30,-0.98,fashion
spring deep red all black corset leggings,0.0,,148.0,2024-03-14,-0.99,fashion
spring deep red all black fuchsia slides,0.0,,55.0,2024-03-29,-0.98,accessories
spring deep red all black lux leather parka,0.0,,143.0,2024-03-27,-0.99,accessories
spring deep red all black lux leather pullover,115.0,2025-03-09,0.0,,115.0,accessories
spring deep red black lace corset loafer,0.0,,53.0,2024-03-30,-0.98,fashion
spring deep red blouse,146.0,2025-03-07,0.0,,146.0,accessories
spring deep red bright yellow fuchsia dress,146.0,2025-03-02,0.0,,146.0,fashion
spring deep red cardigan,139.0,2025-03-27,0.0,,139.0,accessories
spring deep red coat,0.0,,86.0,2024-03-28,-0.99,fashion
spring deep red distressed layer lux leather tank top,0.0,,89.0,2024-03-25,-0.99,fashion
spring deep red dusty tones all black leggings,76.0,2025-03-01,0.0,,76.0,fashion
spring deep red dusty tones utility harness skirt,50.0,2025-03-29,0.0,,50.0,fashion
spring deep red lux leather bright yellow shorts,51.0,2025-03-07,0.0,,51.0,fashion
spring denim,463.0,2025-03-15,577.0,2024-03-02,-0.2,fashion
spring denim beige olive leggings,0.0,,92.0,2024-03-05,-0.99,fashion
spring denim blouse,79.0,2025-03-11,312.0,2024-03-09,-0.74,fashion
spring denim cardigan,111.0,2025-03-17,82.0,2024-03-31,0.35,fashion
spring denim crop top,233.0,2025-03-05,79.0,2024-03-31,1.92,fashion
spring denim cropped olive jumpsuit,103.0,2025-03-22,0.0,,103.0,fashion
spring denim cropped sweater,111.0,2025-03-08,0.0,,111.0,fashion
spring denim dress,0.0,,109.0,2024-03-26,-0.99,fashion
spring denim fall cotton boots,0.0,,135.0,2024-03-14,-0.99,fashion
spring denim fall lightweight pants,77.0,2025-03-27,0.0,,77.0,fashion
spring denim fall summer dress,0.0,,130.0,2024-03-04,-0.99,fashion
spring denim fall wool leggings,118.0,2025-03-01,0.0,,118.0,fashion
spring denim fitted fall bomber jacket,0.0,,61.0,2024-03-15,-0.98,fashion
spring denim floral highwaisted trench coat,144.0,2025-03-21,0.0,,144.0,fashion
spring denim floral transitional leggings,0.0,,72.0,2024-03-12,-0.99,fashion
spring denim floral unisex leggings,0.0,,87.0,2024-03-23,-0.99,fashion
